,26,DMNSGWH05001,Ободная лента передняя,,"19inch*W30mm, чёрная",1.029850746,1.584385763
,27,DMWH010002,Заднее колесо в сборе,,"2.15*18inch алюминий + внедорожная резина CM734; 100/90-18 56M TT NHS CST",203.2238806,312.652124
,28,DMNSGWH02002,Обод задний,,"2.15*18inch алюминий",159.2835821,245.0516648
,29,DMWH040004,Покрышка задняя,,"Внедорожная резина CM734; 100/90-18 56M TT NHS CST",43.94029851,67.60045924
,30,DMWH040002,Камера задняя,,3.00/3.25-18,6.52238806,10.03444317
,31,DMNSGWH05002,Ободная лента задняя,,"18inch*W30mm, чёрная",1.029850746,1.584385763
,32,DMNSGEC01002,Торцевая заглушка,,"Правая и левая (комплект)",5.664179104,8.714121699
,33,MOTARD-SET,Мотарды (комплект колёс),,"Мотард-вариант колёс, 17 дюймов, цена по запросу",0,
Седло,33,DMNSGPL06001,Седло,,Чёрный,25.05970149,38.55338691
Тормоза и цепь,34,DMNSGEC19003,Ручка тормоза (левая),,"Правая тормозная ручка",22.1,
,35,DMNSGEC19004,Ручка тормоза (правая),,"Правая тормозная ручка",22.1,
,36,DMNSGEC19001,Тормоз передний,,"4-поршневой моноблочный суппорт, L1.18м",176.1044776,270.9299656
,37,DMNSGEC19002,Тормоз задний,,"4-поршневой моноблочный суппорт, L1.62м",177.4776119,273.0424799
,38,DMNSGSM09001,Тормозные колодки (диск),,"⌀240*3.0, QW-P2669",17.50746269,26.93455798
,39,DMNSGSM07002,Маховик,,520*13T,6.350746269,9.770378875
,40,DMGP03001,Тормозные колодки,,"EP-59-4.0, комплект",18.16,
,41,DMNSGSM07001,Звезда задняя,,520*52T,26.26119403,40.40183697
,42,DMNSGSM08001,Цепь,,"Цепь 520, 108 звеньев",44.28358209,68.12858783
,43,PL020001,Звёздочка вала,,"⌀38, W:24, отверстие под вал 8мм",3.089552239,4.75315729
Пластик,44,DMNSGPL01001,Переднее крыло,,"PP, белый",12.01492537,18.48450057
,45,DMNSGPL01042,Переднее крыло,,"PP, чёрный",12.01492537,18.48450057
,46,DMSGPL030010,Корпус замка зажигания,,"Карбон с 3D-текстурой, PVD золото, 105*86*34",166.5,256.1538462
,47,DMSGPL010053,Корпус замка зажигания,,"ABS с гальваническим покрытием (золотое шампанское), 105*86*34",16.64925373,25.61423651
,48,DMSGPL010059,Кожух фары,,"PC/ABS, белый",10.47014925,16.10792193
,49,DMNSGPL01043,Кожух фары,,"PC/ABS, чёрный",10.47014925,16.10792193
,50,DMNSGPL01004,Крышка рамы (правая),,"PC/ABS, белый",18.19402985,27.99081515
,51,DMNSGPL01044,Крышка рамы (левая),,"PC/ABS, чёрный",18.19402985,27.99081515
,52,DMNSGPL01045,Крышка рамы (правая),,"PC/ABS, белый",18.19402985,27.99081515
,53,DMNSGPL01005,Крышка рамы (левая),,"PC/ABS, чёрный",18.19402985,27.99081515
,54,DMNSGPL01006,Задняя крышка,,"PP, белый",11.5,17.69230769
,55,DMNSGPL01046,Задняя крышка,,"PP, чёрный",11.5,17.69230769
,56,DMNSGPL01007,Крышка контроллера,,"PC/ABS, чёрный",4.462686567,6.865671642
,57,DMNSGPL01008,Держатель номерного знака,,"PC/ABS, чёрный",1.544776119,2.376578645
,58,DMNSGPL01009,Нижняя крышка,,"PP, чёрный",9.097014925,13.99540758
,59,DMNSGPL01010,Кронштейн нижней крышки,,"PP, чёрный",2.059701493,3.168771527
,60,DMSGPL010054,Накладка подсветки (4 шт.),,"PC/ABS, белый",29.00746269,44.62686567
,61,DMSGPL010055,Накладка подсветки (4 шт.),,"PC/ABS, чёрный",29.00746269,44.62686567
,62,DMSGPL010056,Крышка мотора,,PC/ABS,3.947761194,6.07347876
,63,DMNSGPL01023,Крепление заднего брызговика,,PC/ABS,2.231343284,3.432835821
,64,DMNSGPL01024,Наружная крышка замка седла,,PC/ABS,2.231343284,3.432835821
,65,DMNSGPL01025,Внутренняя крышка замка седла,,PC/ABS,2.231343284,3.432835821
,66,DMNSGPL01026,Щиток заднего крыла мотора,,PP,3.776119403,5.809414466
,67,DMNSGPL01027,Лоток цепи,,"TPU, чёрный",5.149253731,7.921928817
,68,DMNSGPL01028,Крышка цепи,,PP,6.52238806,10.03444317
,69,DMNSGPL01029,Направляющая цепи,,PA66,4.97761194,7.657864524
,70,DMNSGPL01030,Хомут тормозного шланга задней вилки,,PC/ABS,3.089552239,4.75315729
,71,DMSGPL010057,Передние накладки седла (комплект),,PC/ABS,2.917910448,4.489092997
,72,DMNSGPL01051,Изоляционная крышка контроллера,,PC/ABS,2.574626866,3.960964409
Рама и крепёж,73,SGSM010017,Багажник задний (комплект),,В комплекте винты M8*20 (97010007),115,176.9230769
,74,SGSM010016,Багажник задний,,Багажник задний,32.44029851,49.90815155
,75,97010007,Винт,,нерж. сталь 304; M8*20,1.029850746,1.584385763
,76,SGSM010018,Кронштейн багажника + 4 винта M8*20,,чёрный пескоструйный анодированный,31.06716418,47.7956372
,77,DMNSGSM01004,Тяга рокера,,Тяга рокера задней подвески Surge V,21.97014925,33.80022962
,78,97040002,Игольчатый подшипник,,Для рокера,3.089552239,4.75315729
,79,97040003,Сальник подшипника,,Манжета масляная с каркасом (нитрильная резина),1.029850746,1.584385763
,80,DMNSGSM03013,Втулка,,10*14*L95мм; для тяги рокера,5.149253731,7.921928817
,81,SGSM010019,Маятник,,Маятник задней подвески Surge V,37.93283582,58.35820896
,82,DMNSGSM01005,Маятник + подшипники + сальники + шайбы (комплект),,"Маятник задней подвески Surge V в сборе с подшипниками, сальниками и 6 нейлоновыми шайбами 14*26*2.0мм",25.57462687,39.34557979
,83,DMNSGSM03010,Втулка,,10*14*L38мм; для маятника задней подвески,3.26119403,5.017221584
,84,DMNSGSM03011,Втулка,,10*14*L63мм; для маятника задней подвески,4.462686567,6.865671642
,85,DMNSGSM03012,Втулка,,10*14*L24мм; для маятника задней подвески,2.746268657,4.225028703
,86,SGSM010020,Правая подножка (комплект),,С крепёжной частью и винтами,29.69402985,45.68312285
,87,DMNSGSM01006,Правая подножка,,С крепёжной частью,0,
,88,97010026,Винт крепления подножки,,нерж. сталь 304; M8*16,0,
,89,SGSM010021,Правая подножка,,Без крепёжной части и винтов,18.88,
,90,SGSM010022,Левая подножка (комплект),,С крепёжной частью и винтами,31.06716418,47.7956372
,91,SGSM010023,Левая подножка,,Без крепёжной части и винтов,18.88,
,92,DMNSGSM01007,Левая подножка,,С крепёжной частью,0,
,93,DMNSGSM01008,Подножка боковая,,Для модели Surge V,17.50746269,26.93455798
,94,DMNSGSM03014,Стойка пружины подножки,,⌀9*L24.3мм,3.26119403,5.017221584
,95,DMNSGSM03015,Шпилька подножки резьбовая,,нерж. сталь 304,3.26119403,5.017221584
,96,DMNSGSM11001,Пружина подножки,,сталь,1.373134328,2.112514351
,97,DMNSGSM01009,Крепление заднего тормозного суппорта,,анодированный алюминий,14.93283582,22.97359357
,98,DMNSGSM01010,Крепление переднего тормозного суппорта,,анодированный алюминий,4.97761194,7.657864524
,99,SGSM010024,Крепёж руля,,кованая деталь,9.268656716,14.25947187
,100,DMNSGSM01013,Крепёж прижимной пластины аккумулятора,,чёрный; поверхность: пескоструйная обработка и анодирование,4.462686567,6.865671642
,101,DMNSGSM12001,Руль,,AL6061; 28.6*22.1*3.5T; L810мм,18.70895522,28.78300804
,102,DMNSGSM02001,Лоток аккумулятора,,296*209.97*11мм; листовой металл,14.24626866,21.91733639
,103,DMNSGSM02002,Прижимная пластина аккумулятора,,371.8*150.4*136m; листовой металл,14.41791045,22.18140069
,104,DMNSGSM02003,Передний щиток аккумулятора,,160*160*52мм; листовой металл,9.440298507,14.52353617
,105,DMNSGSM02004,Кронштейн крепления контроллера (верхний),,70.6*14*19мм; листовой металл,2.402985075,3.696900115
,106,DMNSGSM02005,Кронштейн контроллера (нижний правый),,75.54*19.94*39мм; листовой металл,3.089552239,4.75315729
,107,DMNSGSM02006,Кронштейн контроллера (нижний левый),,75.54*19.94*39мм; листовой металл,3.089552239,4.75315729
,108,DMNSGSM02007,Защита мотора,,75.54*19.94*39мм; листовой металл,22.14179104,34.06429392
,109,DMNSGSM02008,Накладка заднего крыла,,79.45*17.15*3мм; листовой металл,2.231343284,3.432835821
,110,DMNSGSM02009,Кронштейн фары,,54*38.3*17.6мм; листовой металл,2.231343284,3.432835821
,111,SGSM030023,Ось заднего колеса + гайка,,полый вал 40Cr + гайка ⌀31,21.62686567,33.27210103
,112,SGSM030024,Средняя ось задней вилки + винт с полукруглой головкой,,полый вал 40Cr; ⌀15*L237; винты M11,22.82835821,35.12055109
,113,DMNSGSM03003,Втулка вала мотора,,нерж. сталь 304; 12.1*16*L51мм,4.97761194,7.657864524
,114,DMNSGSM03004,Втулка оси задней вилки (левая),,нерж. сталь 304; 15.1*19*L75.4мм,6.007462687,9.242250287
,115,DMNSGSM03005,Втулка оси задней вилки (правая),,нерж. сталь 304; 15.1*19*L132.5мм,11.32835821,17.4282434
,116,DMNSGSM03006,Втулка передней оси (левая),,6061; 20.2*26*L21.5мм,4.97761194,7.657864524
,117,DMNSGSM03007,Втулка передней оси (правая),,6061; 20.2*26*L25мм,4.97761194,7.657864524
,118,DMNSGSM03022,Втулка задней оси (левая),,6061; 20.2*26*L27.75мм,5.149253731,7.921928817
,119,DMNSGSM03021,Втулка задней оси (правая),,6061; 20.2*26*L14.5мм,5.149253731,7.921928817
,120,DMNSGSM03016,Штифт прижимной пластины аккумулятора,,нерж. сталь 304; ⌀8*L24мм,2.746268657,4.225028703
,121,DMNSGSM03018,Блок натяжителя цепи (левый),,6061AL; CNC; 52*34.5*16,4.462686567,6.865671642
,122,DMNSGSM03019,Блок натяжителя цепи (правый),,6061AL; CNC; 52*34.5*16,4.119402985,6.337543054
Подвеска,123,DMNSGSM04001,Передняя подвеска,,"комплект передней подвески FASTACE, серебристый",540.5,831.5384615
,124,DMNSGSM04003,Передняя подвеска,,"комплект передней подвески FASTACE, золотистый",540.5,831.5384615
,125,DMNSGSM040004,Верхняя траверса вилки,,золотистый,25.57462687,39.34557979
,126,DMNSGSM040005,Верхняя траверса вилки,,серебристый,25.57462687,39.34557979
,127,DMNSGSM040006,Нижняя траверса вилки + рулевая колонка,,золотистый,38.79104478,59.67853042
,128,DMNSGSM040007,Нижняя траверса вилки + рулевая колонка,,серебристый,38.79104478,59.67853042
,129,DMNSGSM040008,Верхняя гайка рулевой колонки,,для передней подвески,5.149253731,7.921928817
,130,DMNSGSM040009,Винты верхней траверсы вилки,,для передней подвески,3.947761194,6.07347876
,131,DMNSGSM040010,Перо вилки (труба),,для передней подвески,18.70895522,28.78300804
,132,DMNSGSM040011,Винт пера вилки,,для передней подвески,3.947761194,6.07347876
,133,DMNSGSM04002,Задний амортизатор,,FASTACE BFA59RC,325.0895522,500.1377727
,134,DMNSGSM14003,Замок крышки аккумулятора,,нерж. сталь 304,3.089552239,4.75315729
Резиновые детали,135,DMNSGPL01035,Резиновая заглушка порта зарядки,,чёрная резина,2.574626866,3.960964409
,136,DMNSGPL02001,Ограничитель руля,,"чёрный силикон, 57.5*21.5*12",2.402985075,3.696900115
,137,DMNSGPL02002,Передняя опора аккумулятора,,"чёрный силикон, 105*20*5.5",1.888059701,2.904707233
,138,DMNSGPL02003,Нижняя опора аккумулятора,,"чёрный силикон, 135*40*7",3.776119403,5.809414466
,139,DMNSGPL02004,Боковая опора аккумулятора,,"чёрный силикон, 253.86*29*7.2",4.462686567,6.865671642
,140,DMNSGPL02005,Задняя опора аккумулятора,,"чёрный силикон, 80.5*30.8*7.5",2.917910448,4.489092997
,141,DMNSGPL01026,Заднее крыло,,чёрный силикон,9.268656716,14.25947187
,142,DMNSGPL02007,Защита цепи,,"чёрный силикон, 130*27.8*16",2.917910448,4.489092997
Стандартные детали,143,97040001,Игольчатый подшипник,,15*27*16,3.089552239,4.75315729
,144,97030001,Нейлоновая шайба,,"белая нейлоновая шайба, для маятника и др.",0.343283582,0.528128588
,145,DMNSGSM13001,Рулевая труба с рулевой колонкой,,30*52*15.5,22.82835821,35.12055109
,146,GP010003,Шлем XL,,XL,99,
